"Store No.","Name","Latitude","Longitude","Street","City","State","Zip_Code","County","Phone","Open Hours","URL","Provider","Updated Date","Country","Status","Direction URL","NAICS 1","NAICS 2","SIC 1","SIC 2","Stock Ticker"
"001.005.1727","Chili's Franklin","42.927081","-87.9503","6439 South 27th Street","Franklin","WI","53132","Milwaukee","414-761-5889","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/wisconsin/franklin/east-franklin","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/6439+South+27th+Street,+Franklin,+WI,+53132,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0704","Chili's Albuquerque","35.174722","-106.5592249","8100 Wyoming Blvd Ne","Albuquerque","NM","87113","Bernalillo","505-797-2733","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/new-mexico/albuquerque/paseo-del-norte","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/8100+Wyoming+Blvd+Ne,+Albuquerque,+NM,+87113,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0131","Chili's Winter Park","28.594","-81.306433","303 N Semoran Blvd","Winter Park","FL","32792","Orange","407-679-7669","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/florida/winter-park/winter-park","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/303+N+Semoran+Blvd,+Winter+Park,+FL,+32792,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1247","Chili's Fleming Island","30.101692","-81.7204","2005 East West Parkway","Fleming Island","FL","32003","Clay","904-264-8412","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/florida/fleming-island/fleming-island","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/2005+East+West+Parkway,+Fleming+Island,+FL,+32003,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1834","Chili's Linthicum Heights","39.198347","-76.682302","1715 W Nursery Road","Linthicum Heights","MD","21090","Anne Arundel","410-694-8080","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/maryland/linthicum-heights/linthicum","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/1715+W+Nursery+Road,+Linthicum+Heights,+MD,+21090,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0721","Chili's Pasadena","29.6457971","-95.1560239","5548 Fairmont Parkway","Pasadena","TX","77505","Harris","281-487-7182","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/texas/pasadena/fairmont-parkway","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/5548+Fairmont+Parkway,+Pasadena,+TX,+77505,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0436","Chili's San Angelo","31.4253502","-100.4975542","3950 W Loop 306","San Angelo","TX","76904","Tom Green","325-944-9889","monday:- 10:45 - 22:00 | tuesday:- 10:45 - 22:00 | wednesday:- 10:45 - 22:00 | thursday:- 10:45 - 22:00 | friday:- 10:45 - 23:00 | saturday:- 10:45 - 23:00 | sunday:- 10:45 - 22:00","https://www.chilis.com/locations/us/texas/san-angelo/san-angelo","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/3950+W+Loop+306,+San+Angelo,+TX,+76904,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1668","Chili's Sand Springs","36.136057","-96.110783","10 Main St","Sand Springs","OK","74063","Tulsa","918-913-0090","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/oklahoma/sand-springs/sand-spring","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/10+Main+St,+Sand+Springs,+OK,+74063,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0290","Chili's Sugar Land","29.6047499","-95.6145039","15355 Sw Frwy","Sugar Land","TX","77478","Fort Bend","281-242-5444","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:30 | saturday:- 11:00 - 23:30 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/texas/sugar-land/sugar-land","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/15355+Sw+Frwy,+Sugar+Land,+TX,+77478,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1795","Chili's Shorewood","41.539877","-88.2","1005 Brookforest Ave","Shorewood","IL","60404","Will","815-609-1185","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/illinois/shorewood/shorewood","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/1005+Brookforest+Ave,+Shorewood,+IL,+60404,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0846","Chili's Chattanooga","35.0520288","-85.3092856","408 Market Street","Chattanooga","TN","37402","Hamilton","423-265-1511","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/tennessee/chattanooga/market-street","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/408+Market+Street,+Chattanooga,+TN,+37402,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0957","Chili's Poughkeepsie","41.6272111","-73.9160362","2016 South Road","Poughkeepsie","NY","12601","Dutchess","845-296-1375","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/new-york/poughkeepsie/poughkeepsie","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/2016+South+Road,+Poughkeepsie,+NY,+12601,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1548","Chili's Houston","29.7838565","-95.6008866","12131 Katy Freeway","Houston","TX","77079","Harris","281-679-7261","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/texas/houston/energy-corridor","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/12131+Katy+Freeway,+Houston,+TX,+77079,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0034","Chili's Knoxville","35.929793","-84.0312697","7304 Kingston Pike","Knoxville","TN","37919","Knox","865-584-8195","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/tennessee/knoxville/knoxville","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/7304+Kingston+Pike,+Knoxville,+TN,+37919,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"701.032.0046","Chili's Las Vegas","36.0826456","-115.1363004","Terminal D-18 American Gates","Las Vegas","NV","89119","Clark","702-261-4300","monday:- 10:00 - 17:00 | tuesday:- 10:00 - 17:00 | wednesday:- 10:00 - 17:00 | thursday:- 10:00 - 17:00 | friday:- 10:00 - 17:00 | saturday:- 10:00 - 17:00 | sunday:- 10:00 - 17:00","https://www.chilis.com/locations/us/nevada/las-vegas/las-vegas-ap-t-d-clsdp1f13","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/Terminal+D-18+American+Gates,+Las+Vegas,+NV,+89119,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0775","Chili's Claremore","36.287159","-95.633873","1900 Us Highway 66","Claremore","OK","74019","Rogers","918-283-9918","monday:- 10:45 - 22:00 | tuesday:- 10:45 - 22:00 | wednesday:- 10:45 - 22:00 | thursday:- 10:45 - 22:00 | friday:- 10:45 - 23:00 | saturday:- 10:45 - 23:00 | sunday:- 10:45 - 22:00","https://www.chilis.com/locations/us/oklahoma/claremore/claremore","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/1900+Us+Highway+66,+Claremore,+OK,+74019,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"701.041.0012","Chili's Statesboro","32.42908","-81.756203","435 Commerce Drive","Statesboro","GA","30458","Bulloch","912-764-6333","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 22:00 | saturday:- 11:00 - 22:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/georgia/statesboro/statesboro-bonnaroo","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/435+Commerce+Drive,+Statesboro,+GA,+30458,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"701.032.0009","Chili's Chicago","41.9763884","-87.9015601","Po Box 66048 Bld 6 O'hare Field Term 3","Chicago","IL","60666","Cook","773-377-7800","monday:- 05:30 - 21:00 | tuesday:- 05:30 - 21:00 | wednesday:- 05:30 - 21:00 | thursday:- 05:30 - 21:00 | friday:- 05:30 - 21:00 | saturday:- 05:30 - 21:00 | sunday:- 05:30 - 21:00","https://www.chilis.com/locations/us/illinois/chicago/chicago-t3-too","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/Po+Box+66048+Bld+6+O'hare+Field+Term+3,+Chicago,+IL,+60666,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1083","Chili's Yuma","32.703048","-114.60394","1331 S Yuma Palms Parkway","Yuma","AZ","85365","Yuma","928-782-1444","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/arizona/yuma/yuma","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/1331+S+Yuma+Palms+Parkway,+Yuma,+AZ,+85365,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1099","Chili's Saint Cloud","28.2563842","-81.3198506","4650 13th Street","Saint Cloud","FL","34769","Osceola","407-957-3742","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/florida/saint-cloud/st-cloud","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/4650+13th+Street,+Saint+Cloud,+FL,+34769,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0711","Chili's Longmont","40.1446907","-105.1313361","1245 South Hover Road","Longmont","CO","80501","Boulder","303-684-6455","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/colorado/longmont/longmont","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/1245+South+Hover+Road,+Longmont,+CO,+80501,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0857","Chili's Austin","30.417269","-97.6717728","12901 N Interstate 35","Austin","TX","78753","Travis","512-251-2442","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/texas/austin/parmer","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/12901+N+Interstate+35,+Austin,+TX,+78753,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1028","Chili's Middletown","41.4461053","-74.3628341","33 Crystal Run Xing","Middletown","NY","10941","Orange","845-692-4478","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/new-york/middletown/crystal-run-crossing","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/33+Crystal+Run+Xing,+Middletown,+NY,+10941,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1273","Chili's Brighton","39.9540996","-104.7791166","2211 Prairie Center Parkway","Brighton","CO","80601","Adams","720-685-1492","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/colorado/brighton/prairie-center","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/2211+Prairie+Center+Parkway,+Brighton,+CO,+80601,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1355","Chili's Stuart","27.1537309","-80.2185229","4205 Se Federal Hwy","Stuart","FL","34997","Martin","772-283-7712","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/florida/stuart/stuart","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/4205+Se+Federal+Hwy,+Stuart,+FL,+34997,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0651","Chili's Eatontown","40.2902358","-74.056201","182 Highway 35","Eatontown","NJ","07724","Monmouth","732-389-7530","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/new-jersey/eatontown/eatontown","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/182+Highway+35,+Eatontown,+NJ,+07724,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0863","Chili's Dothan","31.2509313","-85.4276417","3083 Montgomery Highway","Dothan","AL","36303","Houston","334-677-6767","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/alabama/dothan/dothan","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/3083+Montgomery+Highway,+Dothan,+AL,+36303,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1812","Chili's Ankeny","41.703563","-93.580642","2601 Se Delaware","Ankeny","IA","50021","Polk","515-963-8400","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/iowa/ankeny/ankeny","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/2601+Se+Delaware,+Ankeny,+IA,+50021,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1138","Chili's Glendale","40.7092036","-73.8696693","8016 Cooper Ave","Glendale","NY","11385","Queens","718-366-4272","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/new-york/glendale/cooper-ave","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/8016+Cooper+Ave,+Glendale,+NY,+11385,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1166","Chili's Bullhead City","35.168574","-114.565366","600 Hwy 95 700","Bullhead City","AZ","86429","Mohave","928-754-4200","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/arizona/bullhead-city/bullhead-city","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/600+Hwy+95+700,+Bullhead+City,+AZ,+86429,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0893","Chili's Clovis","34.436731","-103.19589","3805 N Prince","Clovis","NM","88101","Curry","575-762-5096","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/new-mexico/clovis/clovis","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/3805+N+Prince,+Clovis,+NM,+88101,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0948","Chili's Aurora","39.7118352","-104.8246453","265 S Abilene St","Aurora","CO","80012","Arapahoe","720-859-1192","monday:- 10:45 - 22:00 | tuesday:- 10:45 - 22:00 | wednesday:- 10:45 - 22:00 | thursday:- 10:45 - 22:00 | friday:- 10:45 - 23:00 | saturday:- 10:45 - 23:00 | sunday:- 10:45 - 22:00","https://www.chilis.com/locations/us/colorado/aurora/auroraco","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/265+S+Abilene+St,+Aurora,+CO,+80012,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0110","Chili's West Palm Beach","26.7064509","-80.107377","4252 Okeechobee Blvd","West Palm Beach","FL","33409","Palm Beach","561-689-9118","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/florida/west-palm-beach/west-palm-beach","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/4252+Okeechobee+Blvd,+West+Palm+Beach,+FL,+33409,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1326","Chili's Tulare","36.2263659","-119.3270784","1292 E Prosperity Ave","Tulare","CA","93274","Tulare","559-686-4475","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/california/tulare/tulare","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/1292+E+Prosperity+Ave,+Tulare,+CA,+93274,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0519","Chili's Las Vegas","36.1987256","-115.2426469","2011 N Rainbow Blvd","Las Vegas","NV","89108","Clark","702-638-1482","monday:- 10:45 - 22:00 | tuesday:- 10:45 - 22:00 | wednesday:- 10:45 - 22:00 | thursday:- 10:45 - 22:00 | friday:- 10:45 - 23:00 | saturday:- 10:45 - 23:00 | sunday:- 10:45 - 22:00","https://www.chilis.com/locations/us/nevada/las-vegas/summerlin","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/2011+N+Rainbow+Blvd,+Las+Vegas,+NV,+89108,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0175","Chili's Charlotte","35.1471813","-80.7257005","2521 N Sardis Rd","Charlotte","NC","28227","Mecklenburg","704-847-7849","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/north-carolina/charlotte/crown-point","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/2521+N+Sardis+Rd,+Charlotte,+NC,+28227,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
